자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
나성동_국세청앞,무인대여소,,세종특별자치시 나성동 770,36.48507978,127.2603064,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_세종SJ타워앞,무인대여소,,세종특별자치시 나성동 746,36.486458,127.2574544,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_에스빌딩앞,무인대여소,,세종특별자치시 나성동 745,36.486861,127.2572517,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_BRT앞,무인대여소,,세종특별자치시 나성동 744,36.48733079,127.256977,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_행복의아침 빌딩,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종뱅크빌딩,무인대여소,,세종특별자치시 어진동 495,36.49621013,127.2569773,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종뱅크빌딩2,무인대여소,,세종특별자치시 어진동 686,36.4954265,127.2572301,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_다정교,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_세종뱅크빌딩 건너편,무인대여소,,세종특별자치시 어진동 681,36.49593199,127.2565599,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
도담동_도램1107동앞,무인대여소,,세종특별자치시 도담동 653,36.51311314,127.2607041,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
종촌동_호만빌딩앞,무인대여소,,세종특별자치시 종촌동 658,36.504512,127.2496483,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
종촌동_공영주차장,무인대여소,,세종특별자치시 종촌동 664,36.503709,127.2497076,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
종촌동_리버사이드빌딩앞,무인대여소,,세종특별자치시 종촌동 701,36.5029779,127.2500342,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
조치원_홈플러스 정문,무인대여소,,세종특별자치시 조치원읍 번암리 53-2,36.586551,127.297101,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
소담동_한국보건사회연구원 대로변쪽,무인대여소,,세종특별자치시 소담동 831,36.495141,127.306277,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_호려울 1010동 앞,무인대여소,,세종특별자치시 보람동 702,36.481535,127.295203,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_정부세종청사버스터미널BRT1,무인대여소,,세종특별자치시 어진동 561-1,36.504197,127.2615003,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_가온901옆,무인대여소,,세종특별자치시 다정동 14-1,36.495781,127.251968,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_정부세종청사버스터미널BRT2,무인대여소,,세종특별자치시 어진동 562,36.50364764,127.2616246,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_산자부앞BRT,무인대여소,,세종특별자치시 어진동 494,36.50315781,127.2606571,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_도시통합정보센터앞BRT1,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_도시통합정보센터앞BRT2,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_가온803동남측,무인대여소,,세종특별자치시 다정동 17,36.494938,127.249746,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_가온806동 새움초등학교 사이,무인대여소,,세종특별자치시 다정동 363-119,36.494407,127.251881,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_가온1210동앞 공원,무인대여소,,세종특별자치시 다정동 363-139,36.494374,127.252272,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_엘지베스트샵,무인대여소,,세종특별자치시 나성동 760,36.49146586,127.2568878,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_가온707동,무인대여소,,세종특별자치시 다정동 363-37,36.490853,127.251984,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
다정동_새뜸1010옆,무인대여소,,세종특별자치시 다정동 363-409,36.490511,127.252334,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_명동프라자건너편BRT,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
종촌동_가재1101동앞,무인대여소,,세종특별자치시 종촌동 654,36.50413785,127.251715,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_에스빌딩건너편BRT,무인대여소,,세종특별자치시 나성동 377-2,36.48739709,127.2578015,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_에스제이타워건너편BRT,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
종촌동_복합커뮤니티센터,무인대여소,,세종특별자치시 종촌동 677,36.5046345,127.2468694,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_국세청앞BRT,무인대여소,,세종특별자치시 나성동 726,36.48682368,127.2577791,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_소방청BRT1,무인대여소,,세종특별자치시 나성동 772,36.48366886,127.261943,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_소방청 BRT2,무인대여소,,세종특별자치시 나성동 772,36.48366886,127.261943,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_한솔동환승주차장남측B,무인대여소,,세종특별자치시 나성동 778,36.481211,127.2623967,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_금강프라자건너편BRT,무인대여소,,세종특별자치시 나성동 143-1,36.47970623,127.2631768,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_LH분양홍보관(남쪽),무인대여소,,세종특별자치시 나성동 706,36.48060222,127.2667582,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
종촌동_가재302동앞,무인대여소,,세종특별자치시 종촌동 680,36.504368,127.241438,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_나성동갈매로,무인대여소,,세종특별자치시 나성동 213-2,36.48470871,127.2665609,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
아름동_범지기408동건너편,무인대여소,,세종특별자치시 아름동 1458,36.51366991,127.2504673,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_나릿재101동(북서쪽)_로터리,무인대여소,,세종특별자치시 나성동 394-1,36.487447,127.262159,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
보람동_세종시청 정문2,무인대여소,,세종특별자치시 보람동 720,36.47877544,127.2887888,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
아름동_남세종청소년센터,무인대여소,,세종특별자치시 아름동 1458,36.51366991,127.2504673,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_나릿재6단지 정문 옆(도로변),무인대여소,,세종특별자치시 나성동 350-2,36.491676,127.261558,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_나릿재6단지,무인대여소,,세종특별자치시 나성동 658-27,36.49133194,127.2631909,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_나릿재309동 앞,무인대여소,,세종특별자치시 나성동 261-1,36.48836607,127.2638231,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_나릿재303동 앞,무인대여소,,세종특별자치시 나성동 372-2,36.48902545,127.261328,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
나성동_리치먼드시티 앞,무인대여소,,세종특별자치시 나성동 756,36.49284323,127.2567789,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_한뜰마을601동 앞,무인대여소,,세종특별자치시 어진동 673,36.49519035,127.2589214,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_한뜰마을604동앞,무인대여소,,세종특별자치시 어진동 755,36.49477981,127.2605171,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
대평동_해들609동 앞,무인대여소,,세종특별자치시 대평동 668,36.473942,127.277269,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
어진동_해수부_기재부 로터리,무인대여소,,세종특별자치시 어진동 715,36.5048052,127.2644356,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
세종동_국립수목원연구동 앞 정류장,무인대여소,,세종특별자치시 세종동 1205,36.4976707,127.2897209,00:00,23:59,연중무휴,유료,1000원,10,,N,,N,1899-9161,세종특별자치시청,2024-01-17,5690000,세종특별자치시
경성큰마을,무인대여소,"대전광역시 서구 대덕대로168번길26, (갈마동)",대전광역시 서구 갈마동 1438,36.34706044,127.3772152,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
오페라웨딩홀,무인대여소,"대전광역시 서구 둔산남로46, (둔산동)",대전광역시 서구 둔산동 1257,36.3487195,127.3825831,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대전종합고용지원센터(탄방역 4번출구),무인대여소,,대전광역시 서구 탄방동 1453-1,36.34636071,127.3848187,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한국농어촌공사,무인대여소,"대전광역시 서구 문예로7, (탄방동)",대전광역시 서구 탄방동 735,36.34743193,127.3898571,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한가람아파트,무인대여소,,대전광역시 서구 탄방동 1447,36.34768085,127.3927295,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
남선공원종합체육관,무인대여소,,대전광역시 서구 탄방동 1458,36.34890025,127.3986248,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유승기업사,무인대여소,,대전광역시 서구 탄방동 521-2,36.34349406,127.3811872,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
탄방지하차도,무인대여소,,대전광역시 서구 탄방동 1452,36.34341514,127.3833601,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
궁동네거리,무인대여소,,대전광역시 유성구 장대동 312-3,36.36480691,127.3387188,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
충대정문오거리1(정문),무인대여소,"대전광역시 유성구 대학로99, (궁동)",대전광역시 유성구 궁동 258-8,36.36814071,127.3418443,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
충대정문오거리2(건너편),무인대여소,,대전광역시 유성구 궁동 376-1,36.36182254,127.3450509,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,18,18,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
한진오피스텔,무인대여소,"대전광역시 유성구 대학로31, (봉명동)",대전광역시 유성구 봉명동 535-5,36.3565961,127.3419079,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
구암역 3번출구,무인대여소,"대전광역시 유성구 유성대로703, (구암동)",대전광역시 유성구 구암동 96-9,36.35660601,127.3306877,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성온천역 6번출구,무인대여소,"대전광역시 유성구 대학로3, (봉명동)",대전광역시 유성구 봉명동 552-5,36.3542854,127.3412734651,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성온천역 3번출구,무인대여소,"대전광역시 유성구 계룡로지하 97, (봉명동)",대전광역시 유성구 봉명동 326-95,36.35366523,127.341576,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
만년교(코젤병원),무인대여소,,대전광역시 유성구 봉명동 1017-2,36.35199599,127.346158,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,16,16,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안휴먼시아1단지,무인대여소,"대전광역시 유성구 도안대로560, (봉명동, 도안휴먼시아1단지)",대전광역시 유성구 봉명동 1024,36.35090892,127.3434932,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,10,10,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
상대초등학교,무인대여소,"대전광역시 유성구 월드컵대로322, (상대동)",대전광역시 유성구 상대동 467-2,36.34730203,127.336605,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성생명과학고등학교,무인대여소,"대전광역시 유성구 월드컵대로270, (구암동)",대전광역시 유성구 구암동 25,36.34823876,127.3284196,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 센트롤시티,무인대여소,"대전광역시 유성구 계룡로132번길71, (봉명동)",대전광역시 유성구 봉명동 1020-2,36.34943096,127.3451544,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 휴먼시아6단지,무인대여소,"대전광역시 유성구 도안대로512-12, (봉명동)",대전광역시 유성구 봉명동 1056-1,36.34564021,127.3408636,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,11,11,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 한라비발디,무인대여소,"대전광역시 유성구 상대로17, (상대동, 도안신도시한라비발디아파트)",대전광역시 유성구 상대동 461-1,36.34472584,127.3336077,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,15,15,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 신안인스빌리베라,무인대여소,,대전광역시 유성구 원신흥동 582,36.34193055,127.3447826,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 트리풀시티9단지(504동 맞은편),무인대여소,,대전광역시 유성구 상대동 500,36.34224095,127.3373162,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
도안 휴먼시아10단지,무인대여소,,대전광역시 유성구 원신흥동 588,36.33801347,127.3388335,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,14,14,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대전지방국세청,무인대여소,"대전광역시 대덕구 계족로682, (법동)",대전광역시 대덕구 법동 186,36.37238237,127.4290249,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
스마트시티(201동),무인대여소,,대전광역시 유성구 도룡동 4-32,36.37761523,127.3917284,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,14,14,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
만년동주민센터,무인대여소,"대전광역시 서구 만년남로3번길137, (만년동)",대전광역시 서구 만년동 13,36.36684252,127.3719764,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,16,16,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
선사유적지공용주차장,무인대여소,"대전광역시 서구 대덕대로325, (월평동)",대전광역시 서구 월평동 243,36.36191288,127.3789245,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
유성구청,무인대여소,,대전광역시 유성구 어은동 59-12,36.36178981,127.3573083,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
홈플러스(유성점),무인대여소,"대전광역시 유성구 한밭대로502, (봉명동)",대전광역시 유성구 봉명동 669,36.35840228,127.3541717,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
월평역 2번출구(육교밑),무인대여소,"대전광역시 서구 한밭대로570번길2, (월평동)",대전광역시 서구 월평동 428,36.35819097,127.3618282,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,20,20,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
진달래아파트(107동),무인대여소,"대전광역시 서구 한밭대로602번길1, (월평동)",대전광역시 서구 월평동 604,36.35766266,127.365866,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
갈마역 2번출구,무인대여소,,대전광역시 서구 둔산동 1515-2,36.35761371,127.3754154,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
가람아파트(3동),무인대여소,,대전광역시 서구 둔산동 2156,36.35577657,127.3985832,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
수정타운아파트(13동),무인대여소,,대전광역시 서구 둔산동 1515,36.35762199,127.3981568,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
갑천역 1번출구,무인대여소,,대전광역시 서구 월평동 1534,36.354385,127.3545947,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
패션월드,무인대여소,"대전광역시 서구 계룡로199, (월평동)",대전광역시 서구 월평동 1498,36.35146873,127.351956,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
월평타운,무인대여소,,대전광역시 서구 월평동 1543,36.35382446,127.3593012,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
대전일보,무인대여소,,대전광역시 서구 월평동 41-3,36.35371013,127.3632129,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
갈마네거리,무인대여소,,대전광역시 서구 갈마동 292-20,36.35353548,127.367671,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
둔산여고,무인대여소,,대전광역시 서구 둔산동 1526,36.35409096,127.3739059,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
을지대학병원,무인대여소,,대전광역시 서구 둔산동 1542,36.35448043,127.3829611,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
청솔아파트(9동),무인대여소,,대전광역시 서구 둔산동 2161,36.35126059,127.3984396,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,13,13,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
월송흥화하브,무인대여소,,충청남도 공주시 금흥동 264-2,36.47755001,127.1509501,07:00,20:00,연중무휴,무료,무료,7,10,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
월송동주민센터,무인대여소,,충청남도 공주시 월송동 513,36.47316021,127.1526501,07:00,20:00,연중무휴,무료,무료,5,10,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
중동공영주차장,무인대여소,,충청남도 공주시 중동 63,36.45486202,127.1256781,07:00,20:00,연중무휴,무료,무료,4,10,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
구)공주의료원,무인대여소,,충청남도 공주시 중동 330-5,36.45180798,127.1241311,07:00,20:00,연중무휴,무료,무료,5,10,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
금학지구대,무인대여소,,충청남도 공주시 금학동 250-23,36.44201074,127.1200744,07:00,20:00,연중무휴,무료,무료,5,10,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
옥룡주공아파트,무인대여소,,충청남도 공주시 옥룡동 94-4,36.44844648,127.1358834,07:00,20:00,연중무휴,무료,무료,3,5,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
시내버스터미널,무인대여소,,충청남도 공주시 산성동 170-27 외,36.46040001,127.1243721,07:00,20:00,연중무휴,무료,무료,4,10,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
경찰서앞교차로,무인대여소,,충청남도 공주시 웅진동 739,36.4549119536,127.1132487342,07:00,20:00,연중무휴,무료,무료,5,10,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
한옥마을,무인대여소,,충청남도 공주시 웅진동 325-11,36.4646856232,127.1075916349,07:00,20:00,연중무휴,무료,무료,5,5,Y,기계식,N,041-840-8507,공주시장,2022-11-23,4500000,충청남도 공주시
도마네거리,무인대여소,"대전광역시 서구 도산로61, (도마동)",대전광역시 서구 도마동 172-13,36.31395056,127.3793576051,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
노은1동주민센터,무인대여소,"대전광역시 유성구 노은동로87번길89, (노은동)",대전광역시 유성구 노은동 546,36.36826212,127.3184414,05:00,23:59,"연중무휴(설, 추석 당일 2일 제외)",유료,1시간 500원,12,12,N,,N,042-610-1824,대전광역시 시설관리공단,2020-11-20,6300000,대전광역시
